,enc,type,count
3904,3635,ctypes.c_char_p,2
3905,3638,cv.time_period,2
3906,126,"""""""Optional[Model]""""""",2
3907,125,"""""""Optional[List[T]]""""""",2
3908,363,Attack,2
3909,124,"""""""Optional[Integration]""""""",2
3910,367,AtwDevice,2
3911,458,BloomFilter,2
3912,3753,mx.gluon.SymbolBlock,2
3913,61,"""""""Form""""""",2
3914,3824,sqlite3.Connection,2
3915,518,"Callable[[DateType], pd.DataFrame]",2
3916,520,"Callable[[Dict['core.Edge', 'state.State']], bool]",2
3917,3822,spark.column,2
3918,3096,"Tuple[bytes, float]",2
3919,521,"Callable[[Dict[str, Any]], Dict[str, Any]]",2
3920,3090,"Tuple[bool, str]",2
3921,3823,sqlalchemy.engine.base.Connection,2
3922,523,"Callable[[Dict], Dict]",2
3923,3082,"Tuple[agate.Table, List[Exception]]",2
3924,3827,st.SearchStrategy,2
3925,3085,"Tuple[bool, Optional[str]]",2
3926,524,"Callable[[Element], Optional[_T]]",2
3927,79,"""""""HTTPResponse""""""",2
3928,3829,st.SearchStrategy[dt.tzinfo],2
3929,3084,"Tuple[bn128.FQ, bn128.FQ]",2
3930,3830,st.SearchStrategy[isort.Config],2
3931,3102,"Tuple[fa.HopSkipJump, Union[int, float]]",2
3932,3103,"Tuple[fbn.Attack, bool]",2
3933,3105,"Tuple[float, float, float, float]",2
3934,3817,snapcraft.extractors.ExtractedMetadata,2
3935,3809,ruamel.yaml.nodes.Node,2
3936,3115,"Tuple[int, Tuple[pd.Index, pd.Index]]",2
3937,508,"Callable[[Any], int]",2
3938,509,"Callable[[Any], str]",2
3939,510,"Callable[[BaseRequest], Awaitable[StreamResponse]]",2
3940,3114,"Tuple[int, Optional[str]]",2
3941,3113,"Tuple[int, List[dict]]",2
3942,3811,sagemaker.Session,2
3943,3112,"Tuple[int, List[UserDisplayRecipient]]",2
3944,3111,"Tuple[int, List[Tuple[bytes, bytes]], httpcore.AsyncByteStream, dict]",2
3945,512,"Callable[[BlockIdentifier, bool], BlockData]",2
3946,513,"Callable[[BlockingChannel], None]",2
3947,3110,"Tuple[int, Dict[str, Any]]",2
3948,516,"Callable[[Callable[..., None]], Callable[..., None]]",2
3949,517,"Callable[[Callable], Callable]",2
3950,78,"""""""HTTPHeaders""""""",2
3951,75,"""""""Graph""""""",2
3952,84,"""""""InformationSchema""""""",2
3953,3063,"Tuple[TransformerDecoder, str]",2
3954,63,"""""""FrozenList""""""",2
3955,3070,"Tuple[Tuple[fbn.Model, ep.Tensor, ep.Tensor], bool]",2
3956,540,"Callable[[Model], Optional[Model]]",2
3957,3068,"Tuple[Tuple[TokenAddress, FeeAmount], ...]",2
3958,3859,tls_parser.tls_version.TlsVersionEnum,2
3959,3065,"Tuple[TransformerEncoder, str]",2
3960,3064,"Tuple[TransformerEncoder, TransformerDecoder, str]",2
3961,3062,"Tuple[TransactionHash, TokenNetworkAddress]",2
3962,529,"Callable[[HttpRequest, UserProfile], HttpResponse]",2
3963,3866,torch.Storage,2
3964,3061,"Tuple[TimeGrain, ...]",2
3965,3869,torch.distributions.Distribution,2
3966,3871,torch.nn.Linear,2
3967,3057,"Tuple[Tensor, Tensor, Tensor, Tensor]",2
3968,3873,torch.nn.Parameter,2
3969,62,"""""""Frame""""""",2
3970,64,"""""""FunctionDefinition""""""",2
3971,65,"""""""Future""""""",2
3972,3071,"Tuple[Tuple[str, Order], ...]",2
3973,537,"Callable[[LogType], LearnerFnType]",2
3974,3080,"Tuple[UserProfile, bool]",2
3975,72,"""""""Generator[Any, Any, List[Tuple[int, Any]]]""""""",2
3976,3840,subprocess.CompletedProcess,2
3977,3843,t.List[t.Any],2
3978,3079,"Tuple[Union[str, int], ...]",2
3979,3845,template_helper.Template,2
3980,3846,terminal.Table,2
3981,531,"Callable[[ListJobData], None]",2
3982,69,"""""""GameInfo""""""",2
3983,3077,"Tuple[Union[None, Element], int, int]",2
3984,3076,"Tuple[Union[Element, Species, DummySpecies]]",2
3985,3075,"Tuple[Union[Element, Species, DummySpecies], ...]",2
3986,3854,tf.keras.Model,2
3987,3074,"Tuple[Type[TestSuite], List[str]]",2
3988,67,"""""""Future[SSLIOStream]""""""",2
3989,505,"Callable[[Any], VT]",2
3990,504,"Callable[[Any], Sequence[int]]",2
3991,3755,mx.gluon.parameter.Parameter,2
3992,3141,"Tuple[tf.Tensor, tf.Tensor, int]",2
3993,3776,ondisk.Objectsets,2
3994,3144,"Tuple[torch.Tensor, Tuple[torch.Tensor, torch.Tensor]]",2
3995,95,"""""""LengthStatistics""""""",2
3996,3143,"Tuple[torch.Tensor, Dict[str, torch.Tensor]]",2
3997,484,"Callable[..., 'Styler']",2
3998,3777,ondisk.dva,2
3999,485,"Callable[..., 'prefect.engine.state.State']",2
